# 道の駅 全国一覧 — 本アプリ用キュレーションデータ
# 出典: 国土数値情報「道の駅」P35-18(2018年度版) 国土交通省
#       https://nlftp.mlit.go.jp/ksj/gml/datalist/KsjTmplt-P35.html
# 駅名・所在地・座標は事実データ(著作権対象外)。施設フラグ等の付帯属性は非収載(SPEC §E7)。
id,name,lat,lng,pref
michi_0448,氷見,36.864417,136.987210,富山県
michi_0449,ウェーブパークなめりかわ,36.774377,137.344456,富山県
michi_0450,うなづき,36.860426,137.541559,富山県
michi_0451,砺波,36.641487,136.960092,富山県
michi_0452,庄川,36.574333,136.979909,富山県
michi_0453,メルヘンおやべ,36.689471,136.876688,富山県
michi_0454,上平,36.377491,136.871469,富山県
michi_0455,利賀,36.524368,137.026689,富山県
michi_0456,井波,36.561509,136.977887,富山県
michi_0457,福光,36.566420,136.861892,富山県
michi_0458,たいら,36.445401,136.973962,富山県
michi_0459,カモンパーク新湊,36.752011,137.084968,富山県
michi_0460,いおり,37.028825,137.046530,石川県
michi_0461,なかじまロマン峠,37.130547,136.863246,石川県
michi_0462,のとじま,37.137359,136.998241,石川県
michi_0463,能登食祭市場,37.048985,136.968984,石川県
michi_0464,こまつ木場潟,36.370006,136.462360,石川県
michi_0465,千枚田ポケットパーク,37.424166,136.997631,石川県
michi_0466,赤神,37.248239,136.709447,石川県
michi_0467,輪島,37.388618,136.905971,石川県
michi_0468,のと里山空港,37.295041,136.957128,石川県
michi_0469,すず塩田村,37.486335,137.113786,石川県
michi_0470,狼煙,37.525975,137.324423,石川県
